[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [218/1800] Im: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [219/1800] Im: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [220/1800] Im: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [221/1800] Im: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [222/1800] Im: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0
  [223/1800] Im: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [224/1800] Im: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [225/1800] Im: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [226/1800] Im: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0
  [227/1800] Im: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [228/1800] Im: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [229/1800] Im: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [230/1800] Im: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [231/1800] Im: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [232/1800] Im: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [233/1800] Im: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [234/1800] Im: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [235/1800] Im: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [236/1800] Im: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [237/1800] Im: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [238/1800] Im: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [239/1800] Im: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [240/1800] Im: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [241/1800] Im: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [242/1800] Im: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0
  [243/1800] Im: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [244/1800] Im: d_prime=3 hit_rate=1.000 false_alarm=0.071 acc_first_half=0.955 acc_second_half=0
  [245/1800] Im: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [246/1800] Im: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [247/1800] Im: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [248/1800] Im: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [249/1800] Im: d_prime=1.110 hit_rate=0.625 false_alarm=0.214 acc_first_half=0.727 acc_second_half=0
  [250/1800] Im: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [251/1800] Im: lag1_corr=-0.613 assimilation_score=-0.613 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-105.922
  [252/1800] Im: lag1_corr=-0.626 assimilation_score=-0.626 direction_tag=-1.000 doG_A=-0.095 doG_half_amp=-96.431
  [253/1800] Im: lag1_corr=-0.426 assimilation_score=-0.426 direction_tag=-1.000 doG_A=-0.107 doG_half_amp=-102.914
  [254/1800] Im: lag1_corr=-0.601 assimilation_score=-0.601 direction_tag=-1.000 doG_A=-0.093 doG_half_amp=-94.659
  [255/1800] Im: lag1_corr=-0.412 assimilation_score=-0.412 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-113.006
  [256/1800] Im: lag1_corr=-0.704 assimilation_score=-0.704 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-118.194
  [257/1800] Im: lag1_corr=-0.603 assimilation_score=-0.603 direction_tag=-1.000 doG_A=-0.137 doG_half_amp=-122.170
  [258/1800] Im: lag1_corr=-0.752 assimilation_score=-0.752 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-105.507
  [259/1800] Im: lag1_corr=-0.743 assimilation_score=-0.743 direction_tag=-1.000 doG_A=-0.144 doG_half_amp=-130.505
  [260/1800] Im: lag1_corr=-0.560 assimilation_score=-0.560 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-106.856
  [261/1800] Im: lag1_corr=-0.265 assimilation_score=-0.265 direction_tag=-1.000 doG_A=-0.106 doG_half_amp=-101.365
  [262/1800] Im: lag1_corr=-0.502 assimilation_score=-0.502 direction_tag=-1.000 doG_A=-0.123 doG_half_amp=-113.458
  [263/1800] Im: lag1_corr=-0.741 assimilation_score=-0.741 direction_tag=-1.000 doG_A=-0.138 doG_half_amp=-124.072
  [264/1800] Im: lag1_corr=-0.316 assimilation_score=-0.316 direction_tag=-1.000 doG_A=-0.101 doG_half_amp=-99.856
  [265/1800] Im: lag1_corr=-0.792 assimilation_score=-0.792 direction_tag=-1.000 doG_A=-0.118 doG_half_amp=-111.675
  [266/1800] Im: lag1_corr=-0.333 assimilation_score=-0.333 direction_tag=-1.000 doG_A=-0.151 doG_half_amp=-128.342
  [267/1800] Im: lag1_corr=-0.780 assimilation_score=-0.780 direction_tag=-1.000 doG_A=-0.112 doG_half_amp=-106.786
  [268/1800] Im: lag1_corr=-0.513 assimilation_score=-0.513 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-117.888
  [269/1800] Im: lag1_corr=-0.632 assimilation_score=-0.632 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-110.804
  [270/1800] Im: lag1_corr=-0.272 assimilation_score=-0.272 direction_tag=-1.000 doG_A=-0.148 doG_half_amp=-130.462
  [271/1800] Im: lag1_corr=-0.576 assimilation_score=-0.576 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-115.667
  [272/1800] Im: lag1_corr=-0.175 assimilation_score=-0.175 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-102.600
  [273/1800] Im: lag1_corr=-0.485 assimilation_score=-0.485 direction_tag=-1.000 doG_A=-0.093 doG_half_amp=-94.455
  [274/1800] Im: lag1_corr=-0.697 assimilation_score=-0.697 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-116.394
  [275/1800] Im: lag1_corr=-0.656 assimilation_score=-0.656 direction_tag=-1.000 doG_A=-0.123 doG_half_amp=-115.329
  [276/1800] Im: lag1_corr=-0.578 assimilation_score=-0.578 direction_tag=-1.000 doG_A=-0.160 doG_half_amp=-139.047
  [277/1800] Im: lag1_corr=-0.403 assimilation_score=-0.403 direction_tag=-1.000 doG_A=-0.153 doG_half_amp=-134.525
  [278/1800] Im: lag1_corr=-0.675 assimilation_score=-0.675 direction_tag=-1.000 doG_A=-0.149 doG_half_amp=-132.313
  [279/1800] Im: lag1_corr=-0.511 assimilation_score=-0.511 direction_tag=-1.000 doG_A=-0.105 doG_half_amp=-102.754
  [280/1800] Im: lag1_corr=-0.317 assimilation_score=-0.317 direction_tag=-1.000 doG_A=-0.146 doG_half_amp=-131.564
  [281/1800] Im: lag1_corr=-0.628 assimilation_score=-0.628 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-108.814
  [282/1800] Im: lag1_corr=-0.569 assimilation_score=-0.569 direction_tag=-1.000 doG_A=-0.153 doG_half_amp=-133.861
  [283/1800] Im: lag1_corr=-0.503 assimilation_score=-0.503 direction_tag=-1.000 doG_A=-0.117 doG_half_amp=-109.661
  [284/1800] Im: lag1_corr=-0.475 assimilation_score=-0.475 direction_tag=-1.000 doG_A=-0.151 doG_half_amp=-132.218
  [285/1800] Im: lag1_corr=-0.488 assimilation_score=-0.488 direction_tag=-1.000 doG_A=-0.134 doG_half_amp=-121.886
  [286/1800] Im: lag1_corr=-0.516 assimilation_score=-0.516 direction_tag=-1.000 doG_A=-0.105 doG_half_amp=-103.541
  [287/1800] Im: lag1_corr=-0.402 assimilation_score=-0.402 direction_tag=-1.000 doG_A=-0.112 doG_half_amp=-106.589
  [288/1800] Im: lag1_corr=-0.461 assimilation_score=-0.461 direction_tag=-1.000 doG_A=-0.144 doG_half_amp=-128.529
  [289/1800] Im: lag1_corr=-0.586 assimilation_score=-0.586 direction_tag=-1.000 doG_A=-0.113 doG_half_amp=-109.693
  [290/1800] Im: lag1_corr=-0.424 assimilation_score=-0.424 direction_tag=-1.000 doG_A=-0.178 doG_half_amp=-154.152
  [291/1800] Im: lag1_corr=-0.535 assimilation_score=-0.535 direction_tag=-1.000 doG_A=-0.151 doG_half_amp=-135.587
  [292/1800] Im: lag1_corr=-0.554 assimilation_score=-0.554 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-105.783
  [293/1800] Im: lag1_corr=-0.663 assimilation_score=-0.663 direction_tag=-1.000 doG_A=-0.147 doG_half_amp=-132.036
  [294/1800] Im: lag1_corr=-0.587 assimilation_score=-0.587 direction_tag=-1.000 doG_A=-0.128 doG_half_amp=-118.592
  [295/1800] Im: lag1_corr=-0.664 assimilation_score=-0.664 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-106.571
  [296/1800] Im: lag1_corr=-0.579 assimilation_score=-0.579 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-106.803
  [297/1800] Im: lag1_corr=-0.163 assimilation_score=-0.163 direction_tag=-1.000 doG_A=-0.104 doG_half_amp=-100.388
  [298/1800] Im: lag1_corr=-0.391 assimilation_score=-0.391 direction_tag=-1.000 doG_A=-0.180 doG_half_amp=-149.236
  [299/1800] Im: lag1_corr=-0.312 assimilation_score=-0.312 direction_tag=-1.000 doG_A=-0.127 doG_half_amp=-113.110
  [300/1800] Im: lag1_corr=-0.433 assimilation_score=-0.433 direction_tag=-1.000 doG_A=-0.122 doG_half_amp=-112.303
  [301/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [302/1800] NP: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [303/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [304/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [305/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [306/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [307/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [308/1800] NP: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [309/1800] NP: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0.455
  [310/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.545 acc_second_half=1.000
  [311/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [312/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [313/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [314/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [315/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [316/1800] NP: d_prime=1.742 hit_rate=0.750 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.818
  [317/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [318/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [319/1800] NP: d_prime=1.742 hit_rate=0.750 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.909
  [320/1800] NP: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [321/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [322/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [323/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [324/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [325/1800] NP: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [326/1800] NP: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [327/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.909
  [328/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [329/1800] NP: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [330/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [331/1800] NP: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [332/1800] NP: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [333/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [334/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.909
  [335/1800] NP: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [336/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=1.000 acc_second_half=0.545
  [337/1800] NP: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [338/1800] NP: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [339/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [340/1800] NP: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.364
  [341/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [342/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [343/1800] NP: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.545
  [344/1800] NP: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.545
  [345/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [346/1800] NP: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [347/1800] NP: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [348/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [349/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [350/1800] NP: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [351/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [352/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [353/1800] NP: d_prime=0.791 hit_rate=0.500 false_alarm=0.214 acc_first_half=0.682 acc_second_half=0
  [354/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [355/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [356/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [357/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [358/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [359/1800] NP: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [360/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [361/1800] NP: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [362/1800] NP: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [363/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [364/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [365/1800] NP: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [366/1800] NP: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [367/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [368/1800] NP: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [369/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [370/1800] NP: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [371/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [372/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [373/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [374/1800] NP: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [375/1800] NP: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [376/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [377/1800] NP: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [378/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [379/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [380/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [381/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [382/1800] NP: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.636 acc_second_half=0
  [383/1800] NP: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [384/1800] NP: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [385/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [386/1800] NP: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [387/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [388/1800] NP: d_prime=0.117 hit_rate=0.250 false_alarm=0.214 acc_first_half=0.591 acc_second_half=0
  [389/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [390/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [391/1800] NP: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [392/1800] NP: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [393/1800] NP: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [394/1800] NP: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [395/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [396/1800] NP: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [397/1800] NP: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [398/1800] NP: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [399/1800] NP: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [400/1800] NP: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [401/1800] NP: lag1_corr=-0.234 assimilation_score=-0.234 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-104.083
  [402/1800] NP: lag1_corr=-0.243 assimilation_score=-0.243 direction_tag=-1.000 doG_A=-0.081 doG_half_amp=-91.060
  [403/1800] NP: lag1_corr=-0.315 assimilation_score=-0.315 direction_tag=-1.000 doG_A=-0.120 doG_half_amp=-109.692
  [404/1800] NP: lag1_corr=-0.140 assimilation_score=-0.140 direction_tag=-1.000 doG_A=-0.121 doG_half_amp=-109.026
  [405/1800] NP: lag1_corr=0.464 assimilation_score=0.464 direction_tag=1.000 doG_A=-0.103 doG_half_amp=-98.412
  [406/1800] NP: lag1_corr=0.142 assimilation_score=0.142 direction_tag=1.000 doG_A=-0.106 doG_half_amp=-99.589
  [407/1800] NP: lag1_corr=-0.020 assimilation_score=-0.020 direction_tag=0.000 doG_A=-0.111 doG_half_amp=-102.066
  [408/1800] NP: lag1_corr=-0.086 assimilation_score=-0.086 direction_tag=-1.000 doG_A=-0.112 doG_half_amp=-100.485
  [409/1800] NP: lag1_corr=-0.124 assimilation_score=-0.124 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-102.020
  [410/1800] NP: lag1_corr=0.065 assimilation_score=0.065 direction_tag=1.000 doG_A=-0.103 doG_half_amp=-98.629
  [411/1800] NP: lag1_corr=0.024 assimilation_score=0.024 direction_tag=0.000 doG_A=-0.104 doG_half_amp=-100.116
  [412/1800] NP: lag1_corr=0.049 assimilation_score=0.049 direction_tag=0.000 doG_A=-0.119 doG_half_amp=-106.596
  [413/1800] NP: lag1_corr=0.120 assimilation_score=0.120 direction_tag=1.000 doG_A=-0.124 doG_half_amp=-112.340
  [414/1800] NP: lag1_corr=0.112 assimilation_score=0.112 direction_tag=1.000 doG_A=-0.110 doG_half_amp=-104.130
  [415/1800] NP: lag1_corr=0.472 assimilation_score=0.472 direction_tag=1.000 doG_A=-0.102 doG_half_amp=-100.279
  [416/1800] NP: lag1_corr=-0.365 assimilation_score=-0.365 direction_tag=-1.000 doG_A=-0.130 doG_half_amp=-115.385
  [417/1800] NP: lag1_corr=-0.011 assimilation_score=-0.011 direction_tag=0.000 doG_A=-0.115 doG_half_amp=-103.908
